,hash,trans_size,sum(in_value),hash,size,sum(out_value),trans_fees,trans_fees_2
261,186727585b3afcce75acfb12c3bc48acd118222e517acb02e08edcf5ea22fecc,192,1183258,186727585b3afcce75acfb12c3bc48acd118222e517acb02e08edcf5ea22fecc,192,1182488,770,4.01
262,5c9745d4a28b51f9a8afad11a22e8d772f227551f8bfc79d7fb8e6c2bde79ead,223,2277630,5c9745d4a28b51f9a8afad11a22e8d772f227551f8bfc79d7fb8e6c2bde79ead,223,2275095,2535,11.37
263,78f0b75f36cdd41effcc07d047871bfd6d767c591f865ad0ad7db216354f64db,370,256942,78f0b75f36cdd41effcc07d047871bfd6d767c591f865ad0ad7db216354f64db,370,247365,9577,25.88
264,4c7f059ecf3041edad1a44468a4ba33dba98bb205298cba90ffe6e7e7c2c753a,223,591088,4c7f059ecf3041edad1a44468a4ba33dba98bb205298cba90ffe6e7e7c2c753a,223,587513,3575,16.03
265,5de1e5c5647d112e02bdee7dd9b448b8e34d6f881f9bda2a1d7025fa6bc45f72,226,716300,5de1e5c5647d112e02bdee7dd9b448b8e34d6f881f9bda2a1d7025fa6bc45f72,226,714152,2148,9.5
266,bc95700559e00300376d2393d2027c7ba698216ba9614e03f16877adf7c9f3c3,373,155290,bc95700559e00300376d2393d2027c7ba698216ba9614e03f16877adf7c9f3c3,373,153815,1475,3.95
267,bd944644362e51f012b1019416fab21a752f45007188bda248219b294dbba6c9,346,433000,bd944644362e51f012b1019416fab21a752f45007188bda248219b294dbba6c9,346,430591,2409,6.96
268,c74d259a025e1f77766d8a068dc6b5da739973f538409cb6b1177c901508d321,222,8699514,c74d259a025e1f77766d8a068dc6b5da739973f538409cb6b1177c901508d321,222,8695873,3641,16.4
269,1d3cc6c2485057f46036cacb324b78dca683bfb753cb02d814697b2d0b17ab54,1410,1563874,1d3cc6c2485057f46036cacb324b78dca683bfb753cb02d814697b2d0b17ab54,1410,1560399,3475,2.46
270,6d69f04b6d92151c72b5b5027923e90935102aed57bdab226f99f048bf4edd2e,190,129279,6d69f04b6d92151c72b5b5027923e90935102aed57bdab226f99f048bf4edd2e,190,123256,6023,31.7
271,e8f51312b4141c1e7763f626a02bd89412bcdb8bb94d0e45346fe95a4b929c55,482,267027,e8f51312b4141c1e7763f626a02bd89412bcdb8bb94d0e45346fe95a4b929c55,482,264103,2924,6.07
272,08dcd709d976e389eb0977efb0cd30ce44693c3ae882cd0220890730caed1a3e,583,42173052,08dcd709d976e389eb0977efb0cd30ce44693c3ae882cd0220890730caed1a3e,583,42161004,12048,20.67
273,322fb46733cc1b09c0a843c84c4cd1c2b8c6b41de7214162ac655ef75e4b3d8f,339,9056,322fb46733cc1b09c0a843c84c4cd1c2b8c6b41de7214162ac655ef75e4b3d8f,339,5000,4056,11.96
274,43493edff1728afddc88aba2ac3bf0b99900ca1f164fed2aba62a38b7245b874,533,7978590,43493edff1728afddc88aba2ac3bf0b99900ca1f164fed2aba62a38b7245b874,533,7950990,27600,51.78
275,7dc2a21cf3c4e0403680b59838e02c28183c94df8c033ebc91638d77bc35448f,380,18333131,7dc2a21cf3c4e0403680b59838e02c28183c94df8c033ebc91638d77bc35448f,380,18322459,10672,28.08
276,0e63ccad7a092afe01c26e3bc6bd664342ef2765757fd7f2e28010746bf1220f,8725,318320489,0e63ccad7a092afe01c26e3bc6bd664342ef2765757fd7f2e28010746bf1220f,8725,318206676,113813,13.04
277,377256ba812be0019ffe8cc224cc763c458bfbc55394f37e1c1a9b4ab84df6b4,224,781764,377256ba812be0019ffe8cc224cc763c458bfbc55394f37e1c1a9b4ab84df6b4,224,778072,3692,16.48
278,5b2b7d3224024e71b2d88b2003ec8ebdb6bde50c254a177a78cd69305d82738a,447,30987659,5b2b7d3224024e71b2d88b2003ec8ebdb6bde50c254a177a78cd69305d82738a,447,30982472,5187,11.6
279,65dec6f90f2dc09b956817e022009975e71acecfd70731c217e7ebd14acd93bb,375,605995,65dec6f90f2dc09b956817e022009975e71acecfd70731c217e7ebd14acd93bb,375,600483,5512,14.7
280,6b200041964754f6a303d9173ab08ce03bbd476b26e17475c90ac88a81b828b2,957,1109761,6b200041964754f6a303d9173ab08ce03bbd476b26e17475c90ac88a81b828b2,957,1096201,13560,14.17
281,e3d845ee4a3e25ac71b46e894bddbff774621867130b43c328aaeb2f8ce8173e,223,236594,e3d845ee4a3e25ac71b46e894bddbff774621867130b43c328aaeb2f8ce8173e,223,232902,3692,16.56
282,19b143565ac3359cd98dfcfe2e7e1757fda5f9f9ae04f6cf0747ad79db48d7a1,222,24999000,19b143565ac3359cd98dfcfe2e7e1757fda5f9f9ae04f6cf0747ad79db48d7a1,222,24995193,3807,17.15
283,2f927a7b17aca9ad736a18fa86e53f8bf91955d2894e52c5bb47d4d9e1d720f3,248,147444,2f927a7b17aca9ad736a18fa86e53f8bf91955d2894e52c5bb47d4d9e1d720f3,248,142327,5117,20.63
284,400ad9ce1975801a05e505f367103d8c42baad35d900c2e3cfc1a89c765dca53,188,35262,400ad9ce1975801a05e505f367103d8c42baad35d900c2e3cfc1a89c765dca53,188,28762,6500,34.57
285,af3b7daf45eb9c27f118fe2934443140f0b0dd8b4dc348fae7ba9c258d248bad,154,5000,af3b7daf45eb9c27f118fe2934443140f0b0dd8b4dc348fae7ba9c258d248bad,154,4538,462,3
286,f9323588985094c00e9b250cf2419140feddee61fb6c8fe6f8bd1eda56917106,247,32877,f9323588985094c00e9b250cf2419140feddee61fb6c8fe6f8bd1eda56917106,247,32034,843,3.41
287,584a3dddae02635487544c394a24a3f355d121ef074af9814ed5e1cf82f1b0dd,226,344814,584a3dddae02635487544c394a24a3f355d121ef074af9814ed5e1cf82f1b0dd,226,341573,3241,14.34
288,5c034838bfeaa2e23f1d5606bb39ebd851d1ea98776fabc138e706bc9b141f78,222,2692244,5c034838bfeaa2e23f1d5606bb39ebd851d1ea98776fabc138e706bc9b141f78,222,2688493,3751,16.9
289,7a91cd144ad62d7e1571b1c985cd393aa1388ef8186e55bdcae3ed39f261064d,192,11726,7a91cd144ad62d7e1571b1c985cd393aa1388ef8186e55bdcae3ed39f261064d,192,8866,2860,14.9
290,b4ec5f284aead69c7c9e49eeaaf37b0a4709b0f6dcec3206d79fa142fe0dfc17,214,163706,b4ec5f284aead69c7c9e49eeaaf37b0a4709b0f6dcec3206d79fa142fe0dfc17,214,158187,5519,25.79
291,bffac20a115fa0ca2604e74ad0c9ed654dc2c8a7bd57d4a0fd95a18c5db20853,370,1598611,bffac20a115fa0ca2604e74ad0c9ed654dc2c8a7bd57d4a0fd95a18c5db20853,370,1591588,7023,18.98
292,e996e151f9e29724d5702ac69d0e490f997a3ed631e15c9e0d76b2517d0fa1e1,309,1600000,e996e151f9e29724d5702ac69d0e490f997a3ed631e15c9e0d76b2517d0fa1e1,309,1593417,6583,21.3
293,3b98870b2d8de6b2041ecb688b113efdb451731acce775e43862574b1af6980d,224,81831,3b98870b2d8de6b2041ecb688b113efdb451731acce775e43862574b1af6980d,224,79296,2535,11.32
294,3e3532153a5c64c90e1609c30fe93bad13ce1de3428bcad2f58fe0a07eaf33c8,223,319321,3e3532153a5c64c90e1609c30fe93bad13ce1de3428bcad2f58fe0a07eaf33c8,223,315629,3692,16.56
295,5dfeb63ed3dedd04001f9f56700c439ce61e86f5930e6c87e2327af22075bb17,234,1128838,5dfeb63ed3dedd04001f9f56700c439ce61e86f5930e6c87e2327af22075bb17,234,1126528,2310,9.87
296,8a84e87a11093730d7066d8179d9bbf62c1eac8e9695cfcfc44fde82607448c4,287,47983196,8a84e87a11093730d7066d8179d9bbf62c1eac8e9695cfcfc44fde82607448c4,287,47977428,5768,20.1
297,50b8526c5c8f7c01d0aea91447fd9f680d85da96eefb9e6ec8bafcdf8cbc102b,221,1121400,50b8526c5c8f7c01d0aea91447fd9f680d85da96eefb9e6ec8bafcdf8cbc102b,221,1117700,3700,16.74
298,90c4a979df8fdb9244d87780c0598ad56c0d002a3f9f62a6da1de9c994e2e6b5,234,1587257,90c4a979df8fdb9244d87780c0598ad56c0d002a3f9f62a6da1de9c994e2e6b5,234,1585494,1763,7.53
299,9ba667c1bacb2ee11ed0a478935dfd7f78c798a4f0d7b6b5fb5fe743f32ef61b,1357,9000000,9ba667c1bacb2ee11ed0a478935dfd7f78c798a4f0d7b6b5fb5fe743f32ef61b,1357,8872000,128000,94.33
300,c6842765634b0064ba9570fa52eba7d1e20d25ecb3faf0a90f172e4a1a0686b5,1663,26235454,c6842765634b0064ba9570fa52eba7d1e20d25ecb3faf0a90f172e4a1a0686b5,1663,26194605,40849,24.56
301,d0944a5c8469b70d6382b430f2127f1ec718e72bf1d6dd45a2978dddbfa92485,222,6223934,d0944a5c8469b70d6382b430f2127f1ec718e72bf1d6dd45a2978dddbfa92485,222,6222524,1410,6.35
302,a0fda12efdd695eeed2517d26e5f64075b8353912eb56199c1663711aec38cf5,226,4121781,a0fda12efdd695eeed2517d26e5f64075b8353912eb56199c1663711aec38cf5,226,4117998,3783,16.74
303,181b8acd8c679e193b0039488100e8be2c2d3ec0368640969883a084cec005b4,225,613120,181b8acd8c679e193b0039488100e8be2c2d3ec0368640969883a084cec005b4,225,612337,783,3.48
304,2662ee2cc21854010de36cf0505a4cb421907c030d812b9376595d7d40ef41b1,322,550153405,2662ee2cc21854010de36cf0505a4cb421907c030d812b9376595d7d40ef41b1,322,550116226,37179,115.46
305,49aaabd9c67472caad8d1ca5a5c7d1f685011ebfaad817304b278876f6536056,63938,106330,49aaabd9c67472caad8d1ca5a5c7d1f685011ebfaad817304b278876f6536056,63938,10000,96330,1.51
306,aded9d3a9fe618bab9a3727fbdeb02633281cbac90978943e07b7672a9456fa3,222,359420,aded9d3a9fe618bab9a3727fbdeb02633281cbac90978943e07b7672a9456fa3,222,354980,4440,20
307,521f8642699f82adff661d5327126a1ab799ce11f47b1a44e3900001a5f488e1,222,114471,521f8642699f82adff661d5327126a1ab799ce11f47b1a44e3900001a5f488e1,222,110805,3666,16.51
308,b1afcb9590777dc7f83c9f62867d56b5896d83d2331d997849d4237f17e3b8be,506,97315,b1afcb9590777dc7f83c9f62867d56b5896d83d2331d997849d4237f17e3b8be,506,88137,9178,18.14
309,baec995a8a80c15d10946e022309484fc95ad8d787fa5dd3286fd148e09bf1ae,226,1801829,baec995a8a80c15d10946e022309484fc95ad8d787fa5dd3286fd148e09bf1ae,226,1801537,292,1.29
310,eb87648352285199a9cfd679a2eab899a1812b11e9ed3106f7f5d43ce918b4a4,534,8084790,eb87648352285199a9cfd679a2eab899a1812b11e9ed3106f7f5d43ce918b4a4,534,8057190,27600,51.69
311,65416709f832f6a698efa6f03178126b42e42633c2f5731d7b1fd33fe7912bd8,279,10247754,65416709f832f6a698efa6f03178126b42e42633c2f5731d7b1fd33fe7912bd8,279,10239754,8000,28.67
312,ef3a30a2cfb088e3468cf625ac281708b7c4495f02f28c65d6c6dff2d3b7df47,372,346772,ef3a30a2cfb088e3468cf625ac281708b7c4495f02f28c65d6c6dff2d3b7df47,372,340725,6047,16.26
313,06ffa70ed314fe599d9565146b027692800fb4d9f3738df6375416d0b5015b15,235,381102,06ffa70ed314fe599d9565146b027692800fb4d9f3738df6375416d0b5015b15,235,373682,7420,31.57
314,6fd6c2a9c7359d757146f828bc5dcfec13fae7792e594c7b2cb05460c8125dcc,506,98105,6fd6c2a9c7359d757146f828bc5dcfec13fae7792e594c7b2cb05460c8125dcc,506,88927,9178,18.14
315,e3c3c7e0926526164b6666f4de4edfd11b4575af7871cdd73cae30da7332e40d,624,136874,e3c3c7e0926526164b6666f4de4edfd11b4575af7871cdd73cae30da7332e40d,624,127696,9178,14.71
316,e6793068a07e0589938e03a54df63ebfc32670b0afa1089c95d1df37a6b2ad16,518,7060650,e6793068a07e0589938e03a54df63ebfc32670b0afa1089c95d1df37a6b2ad16,518,7053891,6759,13.05
317,ff08895538d7a3d774be80027abbf40136f21aeebcfa6696467333937091eb65,191,2944000,ff08895538d7a3d774be80027abbf40136f21aeebcfa6696467333937091eb65,191,2941530,2470,12.93
318,0d31b0ade6299e07e4c2f33665bf8164dfaefd179285985c02cf790596696134,372,9515836,0d31b0ade6299e07e4c2f33665bf8164dfaefd179285985c02cf790596696134,372,9509818,6018,16.18
319,8810faf44b9abd4abafb19b401922c7b6121fce048ffb6c59a763bfe34fd3fc8,223,212234,8810faf44b9abd4abafb19b401922c7b6121fce048ffb6c59a763bfe34fd3fc8,223,211472,762,3.42
320,a781efd74f417e05b34985d2826043b8eb37ec4a722795dbfd4d7757bcfcdcb8,223,18948277,a781efd74f417e05b34985d2826043b8eb37ec4a722795dbfd4d7757bcfcdcb8,223,18945019,3258,14.61
321,b281e752a3ff1d1e0e7c430ea457d08e75743a33ec7dff627620d46d5cd353c8,343,993291,b281e752a3ff1d1e0e7c430ea457d08e75743a33ec7dff627620d46d5cd353c8,343,988585,4706,13.72
322,c1be0492801d19e392a1299f9147ab4e96f2fdbfc2f1355348e955f304e9fd64,771,3189068,c1be0492801d19e392a1299f9147ab4e96f2fdbfc2f1355348e955f304e9fd64,771,3178117,10951,14.2
323,1705279814fdd28019ef5b11700d3afe7ee9b3b2afa3b24793e6526a8cfe08fb,204,509000,1705279814fdd28019ef5b11700d3afe7ee9b3b2afa3b24793e6526a8cfe08fb,204,505828,3172,15.55
324,d3b4c44e4bf46d41dc48042305932fd33467b5eabb3c8a37ffcf7b0179ad07af,373,2552411,d3b4c44e4bf46d41dc48042305932fd33467b5eabb3c8a37ffcf7b0179ad07af,373,2548604,3807,10.21
325,d801e74aad6a353b2f1987b7bffe9fcc01556bc80399b7696b17002e2d48c196,247,641858,d801e74aad6a353b2f1987b7bffe9fcc01556bc80399b7696b17002e2d48c196,247,638901,2957,11.97
326,fec28f02186a131a41c23a2ad274ed58e6cae4ac6caeb41cab01f9af310007bd,277,310000,fec28f02186a131a41c23a2ad274ed58e6cae4ac6caeb41cab01f9af310007bd,277,309017,983,3.55
327,0ab8a67597b3654a5ed5342563516d2be8fd3d7e745c4d6b2f78bd7f2e6d2019,671,1201317,0ab8a67597b3654a5ed5342563516d2be8fd3d7e745c4d6b2f78bd7f2e6d2019,671,1199151,2166,3.23
328,83b210e7a4ebdb99a0bf92851871dbeb900c6f067e00c2997a0965b4333437fb,223,701994,83b210e7a4ebdb99a0bf92851871dbeb900c6f067e00c2997a0965b4333437fb,223,699100,2894,12.98
329,86e23f880fc4b1ee264be2e4a1471a41f0a53346042c737903ee89de10d294b4,533,8261790,86e23f880fc4b1ee264be2e4a1471a41f0a53346042c737903ee89de10d294b4,533,8234190,27600,51.78
330,8f8e07ccf5d6e517a755c61d403b3b5be8becce26a05e2ba6fe40879f4039abb,225,83000,8f8e07ccf5d6e517a755c61d403b3b5be8becce26a05e2ba6fe40879f4039abb,225,77048,5952,26.45
331,0fa9ed680862346f154a66f2f162e4ce5a8cd941cde0013413b33a1f3ec05c6b,192,805124,0fa9ed680862346f154a66f2f162e4ce5a8cd941cde0013413b33a1f3ec05c6b,192,804336,788,4.1
332,32b2b219b4d26f7747b8dc3a487cc818169fb7254401edb4425f253a8d4f0de8,585,30144561,32b2b219b4d26f7747b8dc3a487cc818169fb7254401edb4425f253a8d4f0de8,585,30064906,79655,136.16
333,91156014673ed5309365ab1d3a2e85e46583bb4846568df88dec31c316de531e,226,755443226,91156014673ed5309365ab1d3a2e85e46583bb4846568df88dec31c316de531e,226,755442327,899,3.98
334,edf7da3f4ef6a091e06d8ae2f2c65d72b005762fbcb8d4ca5d911aa768a17acd,222,3004216859,edf7da3f4ef6a091e06d8ae2f2c65d72b005762fbcb8d4ca5d911aa768a17acd,222,3004211402,5457,24.58
335,21c051331cb01b92e3f645d15d6aafdb2924bac9f0fe5d2ccd97716d82db7eeb,215,379301,21c051331cb01b92e3f645d15d6aafdb2924bac9f0fe5d2ccd97716d82db7eeb,215,358106,21195,98.58
336,481cfeea8655cc567ec87174bab1ec028ea6eddd1f5c1f079be5de8d05a19d4e,4135,17110606,481cfeea8655cc567ec87174bab1ec028ea6eddd1f5c1f079be5de8d05a19d4e,4135,17082596,28010,6.77
337,dfa7955590290d843b02b93309443fee09550e80962a5900311c7b6101c65238,374,451056,dfa7955590290d843b02b93309443fee09550e80962a5900311c7b6101c65238,374,449581,1475,3.94
338,4d932d29a39e06d2c0e01c71276c3895ab9fcae15018c5613760f955fd5506bd,10810,471343856,4d932d29a39e06d2c0e01c71276c3895ab9fcae15018c5613760f955fd5506bd,10810,471268825,75031,6.94
339,59ed7e24722940ee272d75d11698f5d4c6dbfa19544bd364ebd75dd1dd0d777e,192,57384,59ed7e24722940ee272d75d11698f5d4c6dbfa19544bd364ebd75dd1dd0d777e,192,54498,2886,15.03
340,c9daa181de31bb35a52fc6d1ea81eed4abb35abd92a4e475120ce0acb0b92702,222,991646,c9daa181de31bb35a52fc6d1ea81eed4abb35abd92a4e475120ce0acb0b92702,222,988536,3110,14.01
341,ea24c662bdc8d0f62940e6e561077a622692b67a2a48c6a77f4fcfc7031ce906,372,10068670,ea24c662bdc8d0f62940e6e561077a622692b67a2a48c6a77f4fcfc7031ce906,372,10067214,1456,3.91
342,2bcbbfb328368a189507c224bf174bd9a3bd03c7ff00950383dd38284233b22e,191,1762471,2bcbbfb328368a189507c224bf174bd9a3bd03c7ff00950383dd38284233b22e,191,1759787,2684,14.05
343,73b71195951e32191cd3c2bf23ae649e7b51bec8f9d3d521a3c938e64d8e429b,224,228012,73b71195951e32191cd3c2bf23ae649e7b51bec8f9d3d521a3c938e64d8e429b,224,224320,3692,16.48
344,04e4fb3e5d745b5648144e2dfd5a36fb026f7329eed5b2b46a0298e9ea6dc454,8543,5322160,04e4fb3e5d745b5648144e2dfd5a36fb026f7329eed5b2b46a0298e9ea6dc454,8543,5296420,25740,3.01
345,d17b6f2d75d9f662ad61c06a1e14268fcf87cf687d4c739d8182eba4bc197067,963,117689687,d17b6f2d75d9f662ad61c06a1e14268fcf87cf687d4c739d8182eba4bc197067,963,117669977,19710,20.47
346,399812255b03b3d7781bf94d9fca4f3ac215659a7ca7e884fd8e9769f336866e,223,208915,399812255b03b3d7781bf94d9fca4f3ac215659a7ca7e884fd8e9769f336866e,223,207936,979,4.39
347,44a56f60cd469a43da8312c9b5e285de9d077523a555c5b8261b275ae47217be,222,2079524,44a56f60cd469a43da8312c9b5e285de9d077523a555c5b8261b275ae47217be,222,2078545,979,4.41
348,4dacb5a4d26cb6e5ce9f1502e1fb0032471e140434b4fbce69f76b3a1d2f229c,966,18732371,4dacb5a4d26cb6e5ce9f1502e1fb0032471e140434b4fbce69f76b3a1d2f229c,966,18719839,12532,12.97
349,757d545689c26abeb025e8bc2b42b581a9506786d5c2f73ebfd4ae968813b209,62786,57301,757d545689c26abeb025e8bc2b42b581a9506786d5c2f73ebfd4ae968813b209,62786,10000,47301,0.75
350,8badd92824f72ffe184a67f5bf01b077474bba7cb93d07a059fad52278b2b204,370,323294,8badd92824f72ffe184a67f5bf01b077474bba7cb93d07a059fad52278b2b204,370,318905,4389,11.86
351,9ce8de3c4fa5afac8339ec6b2375f59a4a7a35825f8eb3bd6291d85ba2fa0fd5,235,4033647,9ce8de3c4fa5afac8339ec6b2375f59a4a7a35825f8eb3bd6291d85ba2fa0fd5,235,4029908,3739,15.91
352,5cf8e682c309fa37e31bcaa716e0131632adc853c4c8b9371fe677e30f2c04a1,381,4564450,5cf8e682c309fa37e31bcaa716e0131632adc853c4c8b9371fe677e30f2c04a1,381,4559326,5124,13.45
353,a05f91e21148f26077d57a0ac00faa8b4da80ab4a74ddfebba41743456651dc1,192,857137,a05f91e21148f26077d57a0ac00faa8b4da80ab4a74ddfebba41743456651dc1,192,854251,2886,15.03
354,be4f53f66a86c100418f22350ee3a8b30423dffa1008b8621ea7e79c46203a5c,222,7344939,be4f53f66a86c100418f22350ee3a8b30423dffa1008b8621ea7e79c46203a5c,222,7341299,3640,16.4
355,c5ebdccc7cc3c8b4d807011a7e377ce38063a60c85e644b1be66a13f181ccdd8,257,40000,c5ebdccc7cc3c8b4d807011a7e377ce38063a60c85e644b1be66a13f181ccdd8,257,33446,6554,25.5
356,d0d68fc4b77526c3f547b953705a9b4802fc750493b9c9e252c4359ec472f583,222,1448032,d0d68fc4b77526c3f547b953705a9b4802fc750493b9c9e252c4359ec472f583,222,1439400,8632,38.88
357,da9b207d39d6ca90e7ee2fe654f7dd43e8c77b396f0a5f1729f31e72ec03596c,1357,422958,da9b207d39d6ca90e7ee2fe654f7dd43e8c77b396f0a5f1729f31e72ec03596c,1357,405807,17151,12.64
358,e8265b463a9fdd0c78a9e6f74bffcee12adcc28df0f0476ba204c710bf579e98,318,972808386,e8265b463a9fdd0c78a9e6f74bffcee12adcc28df0f0476ba204c710bf579e98,318,972771666,36720,115.47
359,09a5c4c51e351848963b2f89aa118700862c14788cd59f7461352a548bd40756,222,13694019,09a5c4c51e351848963b2f89aa118700862c14788cd59f7461352a548bd40756,222,13690353,3666,16.51
360,0f4575e560b35ff98c28e7aa5f77988bf6aa97d41e9a9deaaa6dea1844095c04,251,1635240,0f4575e560b35ff98c28e7aa5f77988bf6aa97d41e9a9deaaa6dea1844095c04,251,1630667,4573,18.22
361,2b8c834eaef2cd2c0c99df4d11d6a20197115e69e470c19c604941e0b4444630,225,58164,2b8c834eaef2cd2c0c99df4d11d6a20197115e69e470c19c604941e0b4444630,225,56004,2160,9.6
362,f55325ac56e6e66d9f2f337db08673122c72265fbb239791a593d22f0efba313,192,352288,f55325ac56e6e66d9f2f337db08673122c72265fbb239791a593d22f0efba313,192,348700,3588,18.69
363,208ccd520b496567cc85273990b4d74b33196e6e56bd0b8d0d6593ba63d4f017,406,3932,208ccd520b496567cc85273990b4d74b33196e6e56bd0b8d0d6593ba63d4f017,406,2500,1432,3.53
364,24e3a9ee6129236287c8ce289e2bb7988b1f38547100f5433f4977c8bdcc1e82,249,5459070,24e3a9ee6129236287c8ce289e2bb7988b1f38547100f5433f4977c8bdcc1e82,249,5457500,1570,6.31
365,5ebbfcaaf94667cebe4e681a241c55f4214ad554b7e596795619268b68e8ada1,248,100000,5ebbfcaaf94667cebe4e681a241c55f4214ad554b7e596795619268b68e8ada1,248,94884,5116,20.63
366,5a1ba37ae585758c50e6a06d3784cc6839ed17bd832e47e1f43a5b92161a2886,372,1702770,5a1ba37ae585758c50e6a06d3784cc6839ed17bd832e47e1f43a5b92161a2886,372,1679718,23052,61.97
367,758bf503211b9dd55b2a242cd0d92ae322ba453e21c83ea629073eab13254216,226,993251,758bf503211b9dd55b2a242cd0d92ae322ba453e21c83ea629073eab13254216,226,986697,6554,29
368,f964191623baf5c792558060e0c88877bd834becc86590c508c1f2d547c6a2c9,487,428734,f964191623baf5c792558060e0c88877bd834becc86590c508c1f2d547c6a2c9,487,422720,6014,12.35
369,2b68324e3593723db559482de0dd5bbbe95098f3e7afd6f9416946550bdfa4e6,406,6434,2b68324e3593723db559482de0dd5bbbe95098f3e7afd6f9416946550bdfa4e6,406,5000,1434,3.53
370,63ed0dd7ef4f0c0b5a7b02d56f91aa7335d331a1345d24cd4b91dc0342f16b2d,221,272711,63ed0dd7ef4f0c0b5a7b02d56f91aa7335d331a1345d24cd4b91dc0342f16b2d,221,267818,4893,22.14
371,74b02715194a0c67ca61fa1635b1596f5badf45613f72e0431085c2192725c4d,372,2485285,74b02715194a0c67ca61fa1635b1596f5badf45613f72e0431085c2192725c4d,372,2476150,9135,24.56
372,3bd78360f907cd26d0953315fe1c18aca1b2321311fd93db41b4db44a57fa9c6,519,368067,3bd78360f907cd26d0953315fe1c18aca1b2321311fd93db41b4db44a57fa9c6,519,360839,7228,13.93
373,5e617bfd72c263d30cc2baff8e8d6cec34a25438a8c9b8fbfc8d16bae58ee2ca,247,1914492,5e617bfd72c263d30cc2baff8e8d6cec34a25438a8c9b8fbfc8d16bae58ee2ca,247,1913342,1150,4.66
374,71e325edabb72af293f1d71d552bf5d1642ad66c79e9bd19e1cb03345d39d32a,340,61712,71e325edabb72af293f1d71d552bf5d1642ad66c79e9bd19e1cb03345d39d32a,340,56521,5191,15.27
375,bb33843b7bee133af8e081a33887e1245e1983238ebba1e716c57fdb2d2f89dc,222,1558113,bb33843b7bee133af8e081a33887e1245e1983238ebba1e716c57fdb2d2f89dc,222,1557351,762,3.43
376,3326516fc0e5f833c94b453f556d98535ad8927b1b4c5c5f9b9a73ea6e164e39,367,10000,3326516fc0e5f833c94b453f556d98535ad8927b1b4c5c5f9b9a73ea6e164e39,367,8532,1468,4
377,38ec007cbd9f5b71cc8d10d6c6be0077d0c696f51ad733cf5fbc462750d79535,931,278775,38ec007cbd9f5b71cc8d10d6c6be0077d0c696f51ad733cf5fbc462750d79535,931,261360,17415,18.71
378,4c7ca1b0255bc3fb0750f318b8c7dcd8021a026bbd04e9b38d717064460c76d4,222,237633180,4c7ca1b0255bc3fb0750f318b8c7dcd8021a026bbd04e9b38d717064460c76d4,222,237630642,2538,11.43
379,def882ef00424f8de3c8ce24ad3d7b66f0b7f646079c0607c5d15f74e4f847ee,1031,5012777,def882ef00424f8de3c8ce24ad3d7b66f0b7f646079c0607c5d15f74e4f847ee,1031,4998900,13877,13.46
380,ef2a92dcc71aa1f038cc9770612b8b88a91b46c33a4c22b9e5795e50f44632a6,668,593979,ef2a92dcc71aa1f038cc9770612b8b88a91b46c33a4c22b9e5795e50f44632a6,668,583974,10005,14.98
381,41a2f76b3ca993ca89d4af82b2975363168022f9168bcefa6c19af5f8d86e985,1222,16853284,41a2f76b3ca993ca89d4af82b2975363168022f9168bcefa6c19af5f8d86e985,1222,16820913,32371,26.49
382,443cbcb811bd64739929f34f554c8c19b42caf7c727fb4aa4a2e7d6b0af3f3f4,405,6434,443cbcb811bd64739929f34f554c8c19b42caf7c727fb4aa4a2e7d6b0af3f3f4,405,5000,1434,3.54
383,c6b05293b7063f7ad3ccf094f2f2f40670055ac1d82bf7406e5f3e5d15f8dfa1,372,264995,c6b05293b7063f7ad3ccf094f2f2f40670055ac1d82bf7406e5f3e5d15f8dfa1,372,263534,1461,3.93
384,e98025890a0a4f4460eee0a60358a82fd079f18ed3483eab8e5d643bacaf16ff,248,421606,e98025890a0a4f4460eee0a60358a82fd079f18ed3483eab8e5d643bacaf16ff,248,416489,5117,20.63
385,16a58cd2ac9eb9302caaea2450474e2a636e716693a602a68de4e9874d39714e,312,266246,16a58cd2ac9eb9302caaea2450474e2a636e716693a602a68de4e9874d39714e,312,264974,1272,4.08
386,44869f6fc281508c05fb437624ba4336806e98034f48c05c18cfd2486afa5880,372,387126,44869f6fc281508c05fb437624ba4336806e98034f48c05c18cfd2486afa5880,372,385665,1461,3.93
387,4ec86b72acef4d0b6c5c5120a35138f9c732566b8aed5cdd94202597acbc1400,234,520396,4ec86b72acef4d0b6c5c5120a35138f9c732566b8aed5cdd94202597acbc1400,234,519564,832,3.56
388,af40c2897e72e86200f60d5c0d7faabb2d23eef0732f99375c362c2d8c13990e,189,63273,af40c2897e72e86200f60d5c0d7faabb2d23eef0732f99375c362c2d8c13990e,189,57856,5417,28.66
389,0221d43c7d2a3cfa3797ff4aaa2859cf8a2e69d7f006aeea49509bcc4af92b37,226,21290293,0221d43c7d2a3cfa3797ff4aaa2859cf8a2e69d7f006aeea49509bcc4af92b37,226,21284697,5596,24.76
390,358bca304c29c2bcf04d615b32afb62b3b68a14b3c9edb52aae0ce7495a4b0ee,328,1923,358bca304c29c2bcf04d615b32afb62b3b68a14b3c9edb52aae0ce7495a4b0ee,328,546,1377,4.2
391,c6fc210ae8ec90f8aedd5879c55b10cd39e14f62393c8812c6bc579ac165b937,195,718323,c6fc210ae8ec90f8aedd5879c55b10cd39e14f62393c8812c6bc579ac165b937,195,714223,4100,21.03
